id,country,gender,device,group,converted,total_spent,join_date
1037488,USA,Female,Android,B,TRUE,$52.32,2/1/2023
1025525,BRA,Female,Android,B,TRUE,$52.31,2/6/2023
1013001,ESP,Female,Iphone,B,TRUE,$52.20,2/3/2023
1000045,USA,Female,Iphone,B,TRUE,$51.58,1/26/2023
1037656,CAN,Female,Android,B,TRUE,$51.55,1/25/2023
1039260,USA,Female,Android,B,TRUE,$51.39,1/26/2023
1032823,MEX,Female,Iphone,B,TRUE,$51.30,2/3/2023
1004532,MEX,Female,Iphone,B,TRUE,$51.20,1/30/2023
1038986,USA,Female,Iphone,B,TRUE,$51.17,1/29/2023
1041568,BRA,Female,Iphone,B,TRUE,$50.70,1/30/2023
1020741,DEU,Female,Iphone,B,TRUE,$50.59,1/26/2023
1002572,BRA,Female,Android,B,TRUE,$50.50,2/6/2023
1016536,GBR,Female,Iphone,B,TRUE,$50.45,1/29/2023
1008271,USA,Female,Android,B,TRUE,$50.41,1/28/2023
1035916,USA,Female,Android,B,TRUE,$49.41,1/25/2023
1017637,FRA,Female,Android,B,TRUE,$49.23,1/28/2023
1016677,USA,Female,Iphone,B,TRUE,$49.20,1/28/2023
1034161,USA,Female,Iphone,B,TRUE,$48.90,1/30/2023
1013156,USA,Female,Android,B,TRUE,$48.72,2/1/2023
1045016,USA,Female,Android,B,TRUE,$48.65,1/27/2023
1033518,DEU,Female,Android,B,TRUE,$48.41,1/26/2023
1047741,DEU,Female,Android,B,TRUE,$48.30,1/27/2023
1011233,BRA,Female,Iphone,B,TRUE,$48.14,1/28/2023
1025877,USA,Female,Iphone,B,TRUE,$47.88,1/25/2023
1024144,GBR,Female,Iphone,B,TRUE,$47.58,1/26/2023
1005912,CAN,Female,Iphone,B,TRUE,$47.43,1/25/2023
1035145,BRA,Female,Iphone,B,TRUE,$47.23,1/25/2023
1049891,BRA,Female,Android,B,TRUE,$47.14,1/26/2023
1039887,BRA,Female,Android,B,TRUE,$47.06,1/27/2023
1046139,USA,Female,Iphone,B,TRUE,$46.65,1/26/2023
1005286,GBR,Female,Iphone,B,TRUE,$46.26,1/27/2023
1029586,FRA,Female,Iphone,B,TRUE,$46.15,2/5/2023
1030218,USA,Female,Iphone,B,TRUE,$46.13,1/25/2023
1038651,MEX,Female,Iphone,B,TRUE,$46.06,1/25/2023
1015258,USA,Female,Iphone,B,TRUE,$45.74,2/5/2023
1024556,CAN,Female,Android,B,TRUE,$45.64,1/25/2023
1038750,USA,Female,Iphone,B,TRUE,$45.49,1/25/2023
1038421,USA,Female,Iphone,B,TRUE,$45.47,1/25/2023
1045878,AUS,Female,Android,B,TRUE,$45.27,1/30/2023
1024548,DEU,Female,Android,B,TRUE,$45.18,2/5/2023
1047464,BRA,Female,Iphone,B,TRUE,$45.17,1/26/2023
1034447,USA,Female,Iphone,B,TRUE,$45.15,2/2/2023
1019419,USA,Female,Android,B,TRUE,$45.09,1/30/2023
1030263,BRA,Female,Android,B,TRUE,$45.09,1/27/2023
1000417,DEU,Female,Android,B,TRUE,$45.06,1/30/2023
1043464,BRA,Female,Android,B,TRUE,$44.89,1/31/2023
1012845,USA,Female,Iphone,B,TRUE,$44.74,1/30/2023
1016921,GBR,Female,Iphone,B,TRUE,$44.39,1/25/2023
1005999,BRA,Female,Android,B,TRUE,$44.29,1/26/2023
1035081,USA,Female,Iphone,B,TRUE,$43.98,2/2/2023
1042958,MEX,Female,Android,B,TRUE,$43.70,2/2/2023
1005816,TUR,Female,Iphone,B,TRUE,$43.52,2/1/2023
1018463,CAN,Female,Iphone,B,TRUE,$43.39,1/26/2023
1016878,GBR,Female,Android,B,TRUE,$43.25,1/27/2023
1019388,TUR,Female,Android,B,TRUE,$43.07,2/2/2023
1018482,CAN,Female,Android,B,TRUE,$42.82,1/29/2023
1036211,AUS,Female,Android,B,TRUE,$42.32,2/4/2023
1012689,BRA,Female,Android,B,TRUE,$42.31,1/26/2023
1001656,FRA,Female,Android,B,TRUE,$42.08,1/26/2023
1035948,FRA,Female,Iphone,B,TRUE,$42.03,1/28/2023
1003569,CAN,Female,Android,B,TRUE,$41.89,1/26/2023
1037803,USA,Female,Android,B,TRUE,$41.57,1/26/2023
1036967,CAN,Female,Android,B,TRUE,$41.53,2/1/2023
1008390,USA,Female,Android,B,TRUE,$41.42,1/25/2023
1042214,USA,Female,Android,B,TRUE,$41.29,1/27/2023
1021013,USA,Female,Android,B,TRUE,$40.74,1/25/2023
1016009,USA,Female,Android,B,TRUE,$40.57,1/31/2023
1025352,MEX,Female,Iphone,B,TRUE,$40.52,1/28/2023
1042989,USA,Female,Iphone,B,TRUE,$40.41,2/4/2023
1011637,USA,Female,Iphone,B,TRUE,$40.38,2/6/2023
1024196,GBR,Female,Iphone,B,TRUE,$39.98,2/4/2023
1020316,GBR,Female,Iphone,B,TRUE,$39.91,1/26/2023
1009818,USA,Female,Iphone,B,TRUE,$39.84,1/26/2023
1012655,MEX,Female,Android,B,TRUE,$39.75,1/27/2023
1015999,USA,Female,Android,B,TRUE,$39.69,1/26/2023
1027780,FRA,Female,Iphone,B,TRUE,$39.64,1/25/2023
1040824,ESP,Female,Iphone,B,TRUE,$39.51,1/26/2023
1011559,USA,Female,Android,B,TRUE,$39.50,1/31/2023
1020770,USA,Female,Iphone,B,TRUE,$39.29,2/1/2023
1042868,MEX,Female,Iphone,B,TRUE,$39.24,1/26/2023
1033557,FRA,Female,Iphone,B,TRUE,$38.90,2/4/2023
1047916,ESP,Female,Android,B,TRUE,$38.63,1/28/2023
1046526,BRA,Female,Iphone,B,TRUE,$38.55,1/26/2023
1017347,FRA,Female,Iphone,B,TRUE,$38.16,1/30/2023
1031273,TUR,Female,Android,B,TRUE,$38.10,1/26/2023
1040462,USA,Female,Iphone,B,TRUE,$37.88,2/2/2023
1024676,BRA,Female,Iphone,B,TRUE,$37.45,1/26/2023
1010292,BRA,Female,Android,B,TRUE,$37.03,1/26/2023
1036673,CAN,Female,Android,B,TRUE,$36.96,1/29/2023
1017759,DEU,Female,Android,B,TRUE,$36.89,1/27/2023
1039715,BRA,Female,Android,B,TRUE,$36.71,1/28/2023
1038975,FRA,Female,Iphone,B,TRUE,$36.70,1/29/2023
1000039,GBR,Female,Android,B,TRUE,$36.65,2/4/2023
1038039,USA,Female,Iphone,B,TRUE,$36.47,1/25/2023
1015694,MEX,Female,Iphone,B,TRUE,$36.46,1/29/2023
1006499,USA,Female,Iphone,B,TRUE,$36.43,2/6/2023
1007690,BRA,Female,Android,B,TRUE,$36.37,2/3/2023
1046056,FRA,Female,Android,B,TRUE,$36.35,1/26/2023
1007932,DEU,Female,Iphone,B,TRUE,$36.34,1/26/2023
1029294,USA,Female,Android,B,TRUE,$36.13,1/26/2023
1021615,MEX,Female,Android,B,TRUE,$35.99,1/25/2023
1029874,DEU,Female,Iphone,B,TRUE,$35.98,1/25/2023
1011760,BRA,Female,Android,B,TRUE,$35.72,1/25/2023
1049319,BRA,Female,Android,B,TRUE,$35.63,1/30/2023
1037000,USA,Female,Iphone,B,TRUE,$35.49,1/27/2023
1030790,USA,Female,Android,B,TRUE,$35.29,1/26/2023
1029444,MEX,Female,Iphone,B,TRUE,$35.18,1/26/2023
1045566,USA,Female,Iphone,B,TRUE,$35.13,1/25/2023
1022116,n/a,Female,Android,B,TRUE,$34.66,2/1/2023
1025030,MEX,Female,Iphone,B,TRUE,$34.63,1/28/2023
1038018,BRA,Female,Android,B,TRUE,$34.38,1/25/2023
1021442,BRA,Female,Android,B,TRUE,$34.35,1/26/2023
1008073,MEX,Female,Iphone,B,TRUE,$34.25,1/26/2023
1017895,BRA,Female,Android,B,TRUE,$34.13,1/29/2023
1044858,USA,Female,Android,B,TRUE,$33.99,1/27/2023
1010627,BRA,Female,Android,B,TRUE,$33.58,1/27/2023
1029379,USA,Female,Android,B,TRUE,$33.48,1/31/2023
1007858,USA,Female,Iphone,B,TRUE,$33.42,2/4/2023
1037772,DEU,Female,Android,B,TRUE,$33.34,2/4/2023
1026683,BRA,Female,Iphone,B,TRUE,$32.93,1/29/2023
1032725,MEX,Female,Iphone,B,TRUE,$32.73,1/25/2023
1004777,FRA,Female,Android,B,TRUE,$32.54,1/25/2023
1029443,GBR,Female,Iphone,B,TRUE,$32.49,1/27/2023
1032122,USA,Female,Android,B,TRUE,$32.41,1/26/2023
1020416,BRA,Female,Android,B,TRUE,$32.36,1/27/2023
1020902,USA,Female,Android,B,TRUE,$32.19,1/29/2023
